"str_cia_CVM","dte_refer","dt_publi"
"TEXTIL RENAUXVIEW S.A.","2012-12-31","2013-03-27"
"PBG S/A","2012-12-31","2013-03-28"
"WEG S.A.","2012-12-31","2013-02-27"
"TUPY S.A.","2012-12-31","2013-02-14"
"DOHLER S.A.","2012-12-31","2013-03-25"
"SCHULZ S.A.","2012-12-31","2013-02-27"
"METALURGICA RIOSULENSE S.A.","2012-12-31","2013-04-01"
"METISA METALURGICA TIMBOENSE S.A.","2012-12-31","2013-03-18"
"POMIFRUTAS S/A","2012-12-31","2013-05-23"
"JOSAPAR-JOAQUIM OLIVEIRA S.A. - PARTICIP","2012-12-31","2013-03-21"
"FRAS-LE S.A.","2012-12-31","2013-02-27"
"MUNDIAL S.A. - PRODUTOS DE CONSUMO","2012-12-31","2013-03-29"
"MARCOPOLO S.A.","2012-12-31","2013-02-21"
"RANDON S.A. IMPLEMENTOS E PARTICIPACOES","2012-12-31","2013-02-28"
"SLC AGRICOLA S.A.","2012-12-31","2013-03-13"
"KLABIN S.A.","2012-12-31","2013-02-22"
"GRENDENE S.A.","2012-12-31","2013-02-28"
"MINUPAR PARTICIPACOES S.A.","2012-12-31","2013-03-26"
"UNICASA INDÚSTRIA DE MÓVEIS S.A.","2012-12-31","2013-03-27"
"RECRUSUL S.A.","2012-12-31","2013-03-27"
"KEPLER WEBER S.A.","2012-12-31","2013-03-14"
"GRAZZIOTIN S.A.","2012-12-31","2013-03-07"
"TREVISA INVESTIMENTOS S.A.","2012-12-31","2013-03-28"
"DIMED S.A. DISTRIBUIDORA DE MEDICAMENTOS","2012-12-31","2013-03-26"
"METALURGICA GERDAU S.A.","2012-12-31","2013-02-21"
"PANATLANTICA S.A.","2012-12-31","2013-03-08"
"LOJAS RENNER S.A.","2012-12-31","2013-02-26"
"TAURUS ARMAS S.A.","2012-12-31","2013-03-26"
"TELEC BRASILEIRAS S.A. TELEBRAS","2013-12-31","2014-04-01"
"AMERICANAS S.A.","2013-12-31","2014-03-12"
"ENERGISA S.A.","2013-12-31","2014-03-18"
"FERROVIA CENTRO-ATLANTICA S.A.","2013-12-31","2014-03-25"
"CIELO S.A.","2013-12-31","2014-01-28"
"NEOENERGIA S.A.","2013-12-31","2014-03-24"
"GAFISA S.A.","2013-12-31","2014-02-26"
"PORTO SEGURO S.A.","2013-12-31","2014-02-14"
"TEGMA GESTAO LOGISTICA S.A.","2013-12-31","2014-03-26"
"PADTEC HOLDING S.A.","2013-12-31","2014-03-28"
"RUMO S.A.","2013-12-31","2014-02-26"
"CPFL ENERGIA S.A.","2013-12-31","2014-03-27"
"ENGIE BRASIL ENERGIA S.A.","2013-12-31","2014-02-20"
"TELEFÔNICA BRASIL S.A","2013-12-31","2014-02-26"
"SANTOS BRASIL PARTICIPACOES S.A.","2013-12-31","2014-02-10"
"JBS S.A.","2013-12-31","2014-03-24"
"HYPERA S.A.","2013-12-31","2014-02-21"
"EQUATORIAL ENERGIA S.A.","2013-12-31","2014-02-26"
"LIGHT S.A.","2013-12-31","2014-03-10"
"BRADESPAR S.A.","2013-12-31","2014-03-20"
"CPFL GERACAO DE ENERGIA S.A.","2013-12-31","2014-03-27"
"EDP - ENERGIAS DO BRASIL S.A.","2013-12-31","2014-02-26"
"ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.","2013-12-31","2014-03-18"
"ENEVA S.A","2013-12-31","2014-03-28"
"BIOMM S.A.","2013-12-31","2014-03-28"
"METALFRIO SOLUTIONS S.A.","2013-12-31","2014-03-13"
"SER EDUCACIONAL S.A.","2013-12-31","2014-03-26"
"BANCO SANTANDER S.A.","2013-12-31","2014-08-13"
"ALIANSCE SONAE SHOPPING CENTERS S.A.","2013-12-31","2014-02-26"
"GOL LINHAS AEREAS INTELIGENTES S.A.","2013-12-31","2014-03-25"
"BR MALLS PARTICIPACOES S.A.","2013-12-31","2014-03-13"
"BR PROPERTIES S.A.","2013-12-31","2014-02-17"
"M.DIAS BRANCO S.A. IND COM DE ALIMENTOS","2013-12-31","2014-03-10"
"AMBEV S.A.","2013-12-31","2014-02-26"
"BRASILAGRO - CIA BRAS DE PROP AGRICOLAS","2013-06-30","2013-09-04"
"SPRINGS GLOBAL PARTICIPACOES S.A.","2013-12-31","2014-03-26"
"CR2 EMPREENDIMENTOS IMOBILIARIOS S.A.","2013-12-31","2014-03-14"
"GP INVESTMENTS, LTD.","2013-12-31","2014-03-31"
"TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.","2013-12-31","2014-03-21"
"TECNISA S.A.","2013-12-31","2014-02-26"
"LPS BRASIL - CONSULTORIA DE IMOVEIS S.A.","2013-12-31","2014-03-17"
"JHSF PARTICIPACOES S.A.","2013-12-31","2014-03-25"
"EZ TEC EMPREEND. E PARTICIPACOES S.A.","2013-12-31","2014-03-19"
"MRV ENGENHARIA E PARTICIPACOES S.A.","2013-12-31","2014-03-13"
"GUARARAPES CONFECCOES S.A.","2013-12-31","2014-02-17"
"CPFL ENERGIAS RENOVÁVEIS S.A.","2013-12-31","2014-03-25"
"CIA CELG DE PARTICIPACOES - CELGPAR","2013-12-31","2014-03-28"
"BRASIL BROKERS PARTICIPACOES S.A.","2013-12-31","2014-03-18"
"TRISUL S.A.","2013-12-31","2014-03-13"
"DOMMO ENERGIA S.A.","2013-12-31","2014-09-19"
"OSX BRASIL S.A.","2013-12-31","2014-04-16"
"TECHNOS S.A.","2013-12-31","2014-03-20"
"PETRO RIO S.A.","2013-12-31","2014-03-28"
"ALPER CONSULTORIA E CORRETORA DE SEGUROS S.A.","2013-12-31","2014-03-28"
"MOURA DUBEUX ENGENHARIA S/A","2013-12-31","2014-03-30"
"HIDROVIAS DO BRASIL S.A.","2013-12-31","2014-03-07"
"PARANA BCO S.A.","2013-12-31","2014-02-25"
"SANSUY S.A. INDUSTRIA DE PLASTICOS","2013-12-31","2014-03-28"
"TRONOX PIGMENTOS DO BRASIL S.A.","2013-12-31","2014-03-14"
"AREZZO INDÚSTRIA E COMÉRCIO S.A.","2013-12-31","2014-03-19"
"DIRECIONAL ENGENHARIA S.A.","2013-12-31","2014-03-17"
"LOCALIZA RENT A CAR S.A.","2013-12-31","2014-03-21"
"ALFA HOLDINGS S.A.","2013-12-31","2014-03-20"
"CONSORCIO ALFA DE ADMINISTRACAO S.A.","2013-12-31","2014-03-20"
"INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.","2013-12-31","2015-03-24"
"COSAN LOGISTICA S.A.","2013-12-31","2014-09-12"
"CIA TECIDOS SANTANENSE","2013-12-31","2014-03-27"
"CIA TECIDOS NORTE DE MINAS COTEMINAS","2013-12-31","2014-03-27"
"MILLS ESTRUTURAS E SERVIÇOS DE ENGENHARIA S.A.","2013-12-31","2014-03-11"
"BCO ABC BRASIL S.A.","2013-12-31","2014-02-05"
"SUL AMERICA S.A.","2013-12-31","2014-02-26"
"PETROLEO BRASILEIRO S.A. PETROBRAS","2013-12-31","2014-02-25"
"LOJAS AMERICANAS S.A.","2013-12-31","2014-03-12"
"CIA SIDERURGICA NACIONAL","2013-12-31","2014-02-28"
"MONTEIRO ARANHA S.A.","2013-12-31","2014-03-31"
"ULTRAPAR PARTICIPACOES S.A.","2013-12-31","2014-02-19"
"VALE S.A.","2013-12-31","2014-02-26"
"GERDAU S.A.","2013-12-31","2014-02-21"
"BRASKEM S.A.","2013-12-31","2014-02-13"
"LOG-IN LOGISTICA INTERMODAL S.A.","2013-12-31","2014-03-19"
"EVEN CONSTRUTORA E INCORPORADORA S.A.","2013-12-31","2014-02-24"
"PROFARMA DISTRIB PROD FARMACEUTICOS S.A.","2013-12-31","2014-03-27"
"MAGAZINE LUIZA S.A.","2013-12-31","2014-02-24"
"HELBOR EMPREENDIMENTOS S.A.","2013-12-31","2014-03-18"
"BOMBRIL S.A.","2013-12-31","2014-03-28"
"VULCABRAS S.A.","2013-12-31","2014-03-20"
"NUTRIPLANT INDUSTRIA E COMERCIO S.A.","2013-12-31","2014-03-12"
"IGUATEMI EMPRESA DE SHOPPING CENTERS S.A","2013-12-31","2014-03-11"
"SAO MARTINHO S.A.","2013-03-31","2013-06-24"
"PLASCAR PARTICIPACOES INDUSTRIAIS S.A.","2013-12-31","2014-03-31"
"TOTVS S.A.","2013-12-31","2014-01-29"
"BICICLETAS MONARK S.A.","2013-12-31","2014-03-25"
"ODONTOPREV S.A.","2013-12-31","2014-02-25"
"WHIRLPOOL S.A.","2013-12-31","2014-02-19"
"PARANAPANEMA S.A.","2013-12-31","2014-02-26"
"MAHLE-METAL LEVE S.A.","2013-12-31","2014-03-14"
"FLEURY S.A.","2013-12-31","2014-03-13"
"ITAU UNIBANCO HOLDING S.A.","2013-12-31","2014-02-04"
"MANGELS INDUSTRIAL S.A.","2013-12-31","2014-04-29"
"ROSSI RESIDENCIAL S.A.","2013-12-31","2014-03-27"
"MANUFATURA DE BRINQUEDOS ESTRELA S.A.","2013-12-31","2014-03-28"
"CAMBUCI S.A.","2013-12-31","2014-03-28"
"IOCHPE MAXION S.A.","2013-12-31","2014-02-26"
"SIDERURGICA J. L. ALIPERTI S.A.","2013-12-31","2014-03-28"
"MARISA LOJAS S.A.","2013-12-31","2014-02-13"
"BAUMER S.A.","2013-12-31","2014-04-01"
"DIAGNOSTICOS DA AMERICA S.A.","2013-12-31","2014-03-24"
"RAIA DROGASIL S.A.","2013-12-31","2014-03-17"
"BCO PINE S.A.","2013-12-31","2014-02-17"
"RNI NEGÓCIOS IMOBILIÁRIOS S.A.","2013-12-31","2014-03-20"
"MINERVA S.A.","2013-12-31","2014-03-11"
"CONSTRUTORA TENDA S.A.","2013-12-31","2014-02-26"
"KARSTEN S.A.","2013-12-31","2014-03-20"
"ELECTRO ACO ALTONA S.A.","2013-12-31","2014-03-25"
"TEXTIL RENAUXVIEW S.A.","2013-12-31","2014-03-28"
"PBG S/A","2013-12-31","2014-03-25"
"WEG S.A.","2013-12-31","2014-02-26"
"TUPY S.A.","2013-12-31","2014-02-25"
"DOHLER S.A.","2013-12-31","2014-03-24"
"SCHULZ S.A.","2013-12-31","2014-02-26"
"METALURGICA RIOSULENSE S.A.","2013-12-31","2014-03-31"
"METISA METALURGICA TIMBOENSE S.A.","2013-12-31","2014-03-21"
"POMIFRUTAS S/A","2013-12-31","2014-03-14"
"JOSAPAR-JOAQUIM OLIVEIRA S.A. - PARTICIP","2013-12-31","2014-03-21"
"FRAS-LE S.A.","2013-12-31","2014-03-12"
"MUNDIAL S.A. - PRODUTOS DE CONSUMO","2013-12-31","2014-04-01"
"MARCOPOLO S.A.","2013-12-31","2014-02-25"
"RANDON S.A. IMPLEMENTOS E PARTICIPACOES","2013-12-31","2014-03-13"
"SLC AGRICOLA S.A.","2013-12-31","2014-03-12"
"KLABIN S.A.","2013-12-31","2014-02-12"
"GRENDENE S.A.","2013-12-31","2014-02-13"
"MINUPAR PARTICIPACOES S.A.","2013-12-31","2014-02-27"
"UNICASA INDÚSTRIA DE MÓVEIS S.A.","2013-12-31","2014-03-25"
"RECRUSUL S.A.","2013-12-31","2014-03-31"
"KEPLER WEBER S.A.","2013-12-31","2014-03-24"
"GRAZZIOTIN S.A.","2013-12-31","2014-02-27"
"TREVISA INVESTIMENTOS S.A.","2013-12-31","2014-03-24"
"DIMED S.A. DISTRIBUIDORA DE MEDICAMENTOS","2013-12-31","2014-03-28"
"METALURGICA GERDAU S.A.","2013-12-31","2014-02-21"
"PANATLANTICA S.A.","2013-12-31","2014-03-18"
"LOJAS RENNER S.A.","2013-12-31","2014-02-20"
"TAURUS ARMAS S.A.","2013-12-31","2014-03-28"
"TELEC BRASILEIRAS S.A. TELEBRAS","2014-12-31","2015-03-24"
"AMERICANAS S.A.","2014-12-31","2015-03-12"
"ENERGISA S.A.","2014-12-31","2015-03-27"
"FERROVIA CENTRO-ATLANTICA S.A.","2014-12-31","2015-03-26"
"CIELO S.A.","2014-12-31","2015-01-28"
"NEOENERGIA S.A.","2014-12-31","2015-02-25"
"GAFISA S.A.","2014-12-31","2015-02-27"
"PORTO SEGURO S.A.","2014-12-31","2015-02-13"
"TEGMA GESTAO LOGISTICA S.A.","2014-12-31","2015-03-26"
"PADTEC HOLDING S.A.","2014-12-31","2015-03-30"
"RUMO S.A.","2014-12-31","2015-03-31"
"CPFL ENERGIA S.A.","2014-12-31","2015-03-26"
"ENGIE BRASIL ENERGIA S.A.","2014-12-31","2015-03-30"
"TELEFÔNICA BRASIL S.A","2014-12-31","2015-02-24"
"SANTOS BRASIL PARTICIPACOES S.A.","2014-12-31","2015-02-09"
"JBS S.A.","2014-12-31","2015-03-11"
"HYPERA S.A.","2014-12-31","2015-02-06"
"EQUATORIAL ENERGIA S.A.","2014-12-31","2015-02-13"
"LIGHT S.A.","2014-12-31","2015-03-06"
"BRADESPAR S.A.","2014-12-31","2015-03-19"
"CPFL GERACAO DE ENERGIA S.A.","2014-12-31","2015-03-26"
"EDP - ENERGIAS DO BRASIL S.A.","2014-12-31","2015-03-02"
"ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.","2014-12-31","2015-03-17"
"ENEVA S.A","2014-12-31","2015-03-26"
"BIOMM S.A.","2014-12-31","2015-03-05"
"METALFRIO SOLUTIONS S.A.","2014-12-31","2015-03-02"
"SER EDUCACIONAL S.A.","2014-12-31","2015-03-31"
"BANCO SANTANDER S.A.","2014-12-31","2015-02-25"
"ALIANSCE SONAE SHOPPING CENTERS S.A.","2014-12-31","2015-03-04"
"GOL LINHAS AEREAS INTELIGENTES S.A.","2014-12-31","2015-03-30"
"BR MALLS PARTICIPACOES S.A.","2014-12-31","2015-03-11"
"BR PROPERTIES S.A.","2014-12-31","2015-02-12"
"M.DIAS BRANCO S.A. IND COM DE ALIMENTOS","2014-12-31","2015-02-27"
"AMBEV S.A.","2014-12-31","2015-02-26"
"BRASILAGRO - CIA BRAS DE PROP AGRICOLAS","2014-06-30","2014-09-06"
"SPRINGS GLOBAL PARTICIPACOES S.A.","2014-12-31","2015-03-25"
"CR2 EMPREENDIMENTOS IMOBILIARIOS S.A.","2014-12-31","2015-03-16"
"GP INVESTMENTS, LTD.","2014-12-31","2015-03-31"
"TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.","2014-12-31","2015-03-12"
"TECNISA S.A.","2014-12-31","2015-02-25"
"LPS BRASIL - CONSULTORIA DE IMOVEIS S.A.","2014-12-31","2015-03-30"
"JHSF PARTICIPACOES S.A.","2014-12-31","2015-03-12"
"EZ TEC EMPREEND. E PARTICIPACOES S.A.","2014-12-31","2015-03-18"
"MRV ENGENHARIA E PARTICIPACOES S.A.","2014-12-31","2015-03-05"
"GUARARAPES CONFECCOES S.A.","2014-12-31","2015-03-02"
"CPFL ENERGIAS RENOVÁVEIS S.A.","2014-12-31","2015-03-24"
"CIA CELG DE PARTICIPACOES - CELGPAR","2014-12-31","2015-03-30"
"BRASIL BROKERS PARTICIPACOES S.A.","2014-12-31","2015-03-20"
"TRISUL S.A.","2014-12-31","2015-03-19"
"DOMMO ENERGIA S.A.","2014-12-31","2015-03-23"
"OSX BRASIL S.A.","2014-12-31","2015-04-15"
"TECHNOS S.A.","2014-12-31","2015-02-26"
"PETRO RIO S.A.","2014-12-31","2015-03-30"
"ALPER CONSULTORIA E CORRETORA DE SEGUROS S.A.","2014-12-31","2015-03-30"
"MOURA DUBEUX ENGENHARIA S/A","2014-12-31","2015-03-31"
"HIDROVIAS DO BRASIL S.A.","2014-12-31","2015-03-24"
"PARANA BCO S.A.","2014-12-31","2015-02-26"
"SANSUY S.A. INDUSTRIA DE PLASTICOS","2014-12-31","2015-03-27"
"TRONOX PIGMENTOS DO BRASIL S.A.","2014-12-31","2015-03-24"
"AREZZO INDÚSTRIA E COMÉRCIO S.A.","2014-12-31","2015-03-03"
"DIRECIONAL ENGENHARIA S.A.","2014-12-31","2015-03-16"
"LOCALIZA RENT A CAR S.A.","2014-12-31","2015-03-24"
"ALFA HOLDINGS S.A.","2014-12-31","2015-03-20"
"CONSORCIO ALFA DE ADMINISTRACAO S.A.","2014-12-31","2015-03-20"
"INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.","2014-12-31","2015-03-30"
"COSAN LOGISTICA S.A.","2014-12-31","2015-03-18"
"OURO FINO SAUDE ANIMAL PARTICIPACOES S.A.","2014-12-31","2015-03-25"
"CIA TECIDOS SANTANENSE","2014-12-31","2015-03-26"
"MOVIDA PARTICIPACOES SA","2014-12-31","2016-02-01"
"CIA TECIDOS NORTE DE MINAS COTEMINAS","2014-12-31","2015-03-30"
"MILLS ESTRUTURAS E SERVIÇOS DE ENGENHARIA S.A.","2014-12-31","2015-03-10"
"BCO ABC BRASIL S.A.","2014-12-31","2015-02-04"
"SUL AMERICA S.A.","2014-12-31","2015-02-26"
"PETROLEO BRASILEIRO S.A. PETROBRAS","2014-12-31","2015-04-22"
"LOJAS AMERICANAS S.A.","2014-12-31","2015-03-12"
"CIA SIDERURGICA NACIONAL","2014-12-31","2015-03-12"
"MONTEIRO ARANHA S.A.","2014-12-31","2015-03-31"
"ULTRAPAR PARTICIPACOES S.A.","2014-12-31","2015-02-25"
"VALE S.A.","2014-12-31","2015-02-26"
"GERDAU S.A.","2014-12-31","2015-03-05"
"BRASKEM S.A.","2014-12-31","2015-02-12"
"LOG-IN LOGISTICA INTERMODAL S.A.","2014-12-31","2015-03-18"
"EVEN CONSTRUTORA E INCORPORADORA S.A.","2014-12-31","2015-03-10"
"PROFARMA DISTRIB PROD FARMACEUTICOS S.A.","2014-12-31","2015-03-30"
"MAGAZINE LUIZA S.A.","2014-12-31","2015-02-26"
"HELBOR EMPREENDIMENTOS S.A.","2014-12-31","2015-03-24"
"BOMBRIL S.A.","2014-12-31","2015-03-30"
"VULCABRAS S.A.","2014-12-31","2015-03-13"
"NUTRIPLANT INDUSTRIA E COMERCIO S.A.","2014-12-31","2015-03-20"
"IGUATEMI EMPRESA DE SHOPPING CENTERS S.A","2014-12-31","2015-03-17"
"SAO MARTINHO S.A.","2014-03-31","2014-06-16"
"PLASCAR PARTICIPACOES INDUSTRIAIS S.A.","2014-12-31","2015-02-06"
"TOTVS S.A.","2014-12-31","2015-01-28"
"BICICLETAS MONARK S.A.","2014-12-31","2015-03-26"
"ODONTOPREV S.A.","2014-12-31","2015-03-04"
"WHIRLPOOL S.A.","2014-12-31","2015-02-27"
"PARANAPANEMA S.A.","2014-12-31","2015-02-10"
"MAHLE-METAL LEVE S.A.","2014-12-31","2015-03-16"
"FLEURY S.A.","2014-12-31","2015-02-26"
"ITAU UNIBANCO HOLDING S.A.","2014-12-31","2015-02-03"
"MANGELS INDUSTRIAL S.A.","2014-12-31","2015-03-31"
"ROSSI RESIDENCIAL S.A.","2014-12-31","2015-03-19"
"MANUFATURA DE BRINQUEDOS ESTRELA S.A.","2014-12-31","2015-03-30"
"CAMBUCI S.A.","2014-12-31","2015-03-30"
"IOCHPE MAXION S.A.","2014-12-31","2015-02-25"
"SIDERURGICA J. L. ALIPERTI S.A.","2014-12-31","2015-03-25"
"MARISA LOJAS S.A.","2014-12-31","2015-02-12"
"BAUMER S.A.","2014-12-31","2015-03-31"
"DIAGNOSTICOS DA AMERICA S.A.","2014-12-31","2015-03-23"
"RAIA DROGASIL S.A.","2014-12-31","2015-02-26"
"BCO PINE S.A.","2014-12-31","2015-02-09"
"RNI NEGÓCIOS IMOBILIÁRIOS S.A.","2014-12-31","2015-03-19"
"MINERVA S.A.","2014-12-31","2015-03-04"
"CONSTRUTORA TENDA S.A.","2014-12-31","2015-02-27"
"KARSTEN S.A.","2014-12-31","2015-03-30"
"ELECTRO ACO ALTONA S.A.","2014-12-31","2015-03-26"
"TEXTIL RENAUXVIEW S.A.","2014-12-31","2015-03-30"
"PBG S/A","2014-12-31","2015-03-23"
"WEG S.A.","2014-12-31","2015-02-25"
"TUPY S.A.","2014-12-31","2015-02-26"
"DOHLER S.A.","2014-12-31","2015-03-23"
"SCHULZ S.A.","2014-12-31","2015-03-16"
"METALURGICA RIOSULENSE S.A.","2014-12-31","2015-04-17"
"METISA METALURGICA TIMBOENSE S.A.","2014-12-31","2015-03-24"
"POMIFRUTAS S/A","2014-12-31","2015-03-13"
"JOSAPAR-JOAQUIM OLIVEIRA S.A. - PARTICIP","2014-12-31","2015-03-24"
"FRAS-LE S.A.","2014-12-31","2015-03-10"
"MUNDIAL S.A. - PRODUTOS DE CONSUMO","2014-12-31","2015-04-30"
"MARCOPOLO S.A.","2014-12-31","2015-02-24"
"RANDON S.A. IMPLEMENTOS E PARTICIPACOES","2014-12-31","2015-03-12"
"SLC AGRICOLA S.A.","2014-12-31","2015-03-11"
"KLABIN S.A.","2014-12-31","2015-02-11"
"GRENDENE S.A.","2014-12-31","2015-02-12"
"MINUPAR PARTICIPACOES S.A.","2014-12-31","2015-03-13"
"UNICASA INDÚSTRIA DE MÓVEIS S.A.","2014-12-31","2015-03-19"
"RECRUSUL S.A.","2014-12-31","2015-06-30"
"KEPLER WEBER S.A.","2014-12-31","2015-03-20"
"GRAZZIOTIN S.A.","2014-12-31","2015-03-05"
"TREVISA INVESTIMENTOS S.A.","2014-12-31","2015-03-25"
"DIMED S.A. DISTRIBUIDORA DE MEDICAMENTOS","2014-12-31","2015-03-27"
"METALURGICA GERDAU S.A.","2014-12-31","2015-03-05"
"PANATLANTICA S.A.","2014-12-31","2015-03-05"
"LOJAS RENNER S.A.","2014-12-31","2015-02-12"
"TAURUS ARMAS S.A.","2014-12-31","2015-03-30"
"TELEC BRASILEIRAS S.A. TELEBRAS","2015-12-31","2016-03-22"
"AMERICANAS S.A.","2015-12-31","2016-03-10"
"ENERGISA S.A.","2015-12-31","2016-03-22"
"FERROVIA CENTRO-ATLANTICA S.A.","2015-12-31","2016-03-28"
"CIELO S.A.","2015-12-31","2016-02-01"
"NEOENERGIA S.A.","2015-12-31","2016-02-22"
"GAFISA S.A.","2015-12-31","2016-03-03"
"PORTO SEGURO S.A.","2015-12-31","2016-02-04"
"TEGMA GESTAO LOGISTICA S.A.","2015-12-31","2016-03-21"
"PADTEC HOLDING S.A.","2015-12-31","2016-03-18"
"RUMO S.A.","2015-12-31","2016-03-30"
"CPFL ENERGIA S.A.","2015-12-31","2016-03-21"
"ENGIE BRASIL ENERGIA S.A.","2015-12-31","2016-02-23"
"TELEFÔNICA BRASIL S.A","2015-12-31","2016-02-24"
"SANTOS BRASIL PARTICIPACOES S.A.","2015-12-31","2016-03-09"
"JBS S.A.","2015-12-31","2016-03-16"
"HYPERA S.A.","2015-12-31","2016-02-20"
"EQUATORIAL ENERGIA S.A.","2015-12-31","2016-03-10"
"LIGHT S.A.","2015-12-31","2016-03-28"
"BRADESPAR S.A.","2015-12-31","2016-03-21"
"CPFL GERACAO DE ENERGIA S.A.","2015-12-31","2016-03-21"
"EDP - ENERGIAS DO BRASIL S.A.","2015-12-31","2016-03-02"
"ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.","2015-12-31","2016-03-15"
"ENEVA S.A","2015-12-31","2016-03-23"
"BIOMM S.A.","2015-12-31","2016-03-18"
"METALFRIO SOLUTIONS S.A.","2015-12-31","2016-03-01"
"SER EDUCACIONAL S.A.","2015-12-31","2016-03-18"
"BANCO SANTANDER S.A.","2015-12-31","2016-02-15"
"ALIANSCE SONAE SHOPPING CENTERS S.A.","2015-12-31","2016-03-03"
"GOL LINHAS AEREAS INTELIGENTES S.A.","2015-12-31","2016-03-29"
"BR MALLS PARTICIPACOES S.A.","2015-12-31","2016-03-14"
"BR PROPERTIES S.A.","2015-12-31","2016-02-16"
"M.DIAS BRANCO S.A. IND COM DE ALIMENTOS","2015-12-31","2016-02-26"
"AMBEV S.A.","2015-12-31","2016-02-25"
"BRASILAGRO - CIA BRAS DE PROP AGRICOLAS","2015-06-30","2015-09-03"
"SPRINGS GLOBAL PARTICIPACOES S.A.","2015-12-31","2016-03-01"
"CR2 EMPREENDIMENTOS IMOBILIARIOS S.A.","2015-12-31","2016-03-15"
"GP INVESTMENTS, LTD.","2015-12-31","2016-03-29"
"TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.","2015-12-31","2016-03-09"
"TECNISA S.A.","2015-12-31","2016-03-22"
"LPS BRASIL - CONSULTORIA DE IMOVEIS S.A.","2015-12-31","2016-03-22"
"JHSF PARTICIPACOES S.A.","2015-12-31","2016-03-30"
"EZ TEC EMPREEND. E PARTICIPACOES S.A.","2015-12-31","2016-03-29"
"MRV ENGENHARIA E PARTICIPACOES S.A.","2015-12-31","2016-03-07"
"GUARARAPES CONFECCOES S.A.","2015-12-31","2016-02-15"
"CPFL ENERGIAS RENOVÁVEIS S.A.","2015-12-31","2016-03-16"
"CIA CELG DE PARTICIPACOES - CELGPAR","2015-12-31","2016-03-28"
"BRASIL BROKERS PARTICIPACOES S.A.","2015-12-31","2016-03-29"
"TRISUL S.A.","2015-12-31","2016-03-18"
"DOMMO ENERGIA S.A.","2015-12-31","2016-03-28"
"OSX BRASIL S.A.","2015-12-31","2016-04-08"
"TECHNOS S.A.","2015-12-31","2016-02-25"
"PETRO RIO S.A.","2015-12-31","2016-03-23"
"ALPER CONSULTORIA E CORRETORA DE SEGUROS S.A.","2015-12-31","2016-03-28"
"MOURA DUBEUX ENGENHARIA S/A","2015-12-31","2016-03-29"
"HIDROVIAS DO BRASIL S.A.","2015-12-31","2016-03-28"
"PARANA BCO S.A.","2015-12-31","2016-02-25"
"SANSUY S.A. INDUSTRIA DE PLASTICOS","2015-12-31","2016-02-26"
"TRONOX PIGMENTOS DO BRASIL S.A.","2015-12-31","2016-03-24"
"AREZZO INDÚSTRIA E COMÉRCIO S.A.","2015-12-31","2016-03-02"
"DIRECIONAL ENGENHARIA S.A.","2015-12-31","2016-03-14"
"LOCALIZA RENT A CAR S.A.","2015-12-31","2016-03-03"
"ALFA HOLDINGS S.A.","2015-12-31","2016-03-18"
"CONSORCIO ALFA DE ADMINISTRACAO S.A.","2015-12-31","2016-03-18"
"INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.","2015-12-31","2016-03-22"
"COSAN LOGISTICA S.A.","2015-12-31","2016-02-25"
"OURO FINO SAUDE ANIMAL PARTICIPACOES S.A.","2015-12-31","2016-03-22"
"CIA TECIDOS SANTANENSE","2015-12-31","2016-03-29"
"MOVIDA PARTICIPACOES SA","2015-12-31","2016-03-31"
"CIA TECIDOS NORTE DE MINAS COTEMINAS","2015-12-31","2016-03-31"
"MILLS ESTRUTURAS E SERVIÇOS DE ENGENHARIA S.A.","2015-12-31","2016-03-09"
"BCO ABC BRASIL S.A.","2015-12-31","2016-02-04"
"SUL AMERICA S.A.","2015-12-31","2016-02-24"
"PETROLEO BRASILEIRO S.A. PETROBRAS","2015-12-31","2016-03-21"
"LOJAS AMERICANAS S.A.","2015-12-31","2016-03-10"
"CIA SIDERURGICA NACIONAL","2015-12-31","2016-03-28"
"MONTEIRO ARANHA S.A.","2015-12-31","2016-03-30"
"ULTRAPAR PARTICIPACOES S.A.","2015-12-31","2016-02-17"
"VALE S.A.","2015-12-31","2016-02-25"
"GERDAU S.A.","2015-12-31","2016-03-15"
"BRASKEM S.A.","2015-12-31","2016-02-18"
"LOG-IN LOGISTICA INTERMODAL S.A.","2015-12-31","2016-03-17"
"CENTRO DE IMAGEM DIAGNOSTICOS S.A.","2015-12-31","2016-12-04"
"EVEN CONSTRUTORA E INCORPORADORA S.A.","2015-12-31","2016-03-21"
"PROFARMA DISTRIB PROD FARMACEUTICOS S.A.","2015-12-31","2016-03-23"
"MAGAZINE LUIZA S.A.","2015-12-31","2016-02-29"
"HELBOR EMPREENDIMENTOS S.A.","2015-12-31","2016-03-30"
"BOMBRIL S.A.","2015-12-31","2016-03-29"
